respondent_id,year,age,gender,ses,AC1_commitment,AC2_check_expected5,AC3_check_expected1,FS1,EC2,PT3,EC4,FS5,PD6,FS7,PT8,EC9,PD10,PT11,FS12,PD13,EC14,PT15,FS16,PD17,EC18,PD19,EC20,PT21,EC22,FS23,PD24,PT25,FS26,PD27,PT28,FS_mean,PT_mean,EC_mean,PD_mean,IRI_total,attention_fail_count,included_after_qc
694,2023,17.0,NR,1.0,,,,5,3,1,2,1,1,2,5,3,1,4,1,1,1,5,2,2,3,1,1,5,2,1,1,3,5,1,5,2.4285714285714284,4.0,2.142857142857143,1.1428571428571428,2.4285714285714284,0,True
695,2023,17.0,Mujer,1.0,,,,3,4,5,5,4,4,5,5,4,2,4,4,3,5,5,4,3,5,2,2,3,2,4,2,3,2,2,4,3.7142857142857144,4.142857142857143,3.857142857142857,2.5714285714285716,3.5714285714285716,0,True
696,2023,17.0,Mujer,2.0,,,,5,4,3,2,3,2,4,2,3,4,4,3,2,3,3,2,4,4,3,3,3,3,3,3,4,3,2,5,3.2857142857142856,3.4285714285714284,3.142857142857143,2.857142857142857,3.1785714285714284,0,True
697,2023,17.0,Hombre,2.0,,,,2,2,3,3,2,2,4,4,2,2,3,3,3,5,3,2,2,5,3,2,4,2,3,2,2,2,2,4,2.5714285714285716,3.2857142857142856,3.0,2.2857142857142856,2.7857142857142856,0,True
698,2023,17.0,Hombre,2.0,,,,4,3,2,3,2,3,2,5,2,3,4,4,2,4,3,1,2,5,3,4,5,4,3,1,4,4,1,2,2.857142857142857,3.5714285714285716,3.5714285714285716,2.142857142857143,3.0357142857142856,0,True
699,2023,17.0,Hombre,3.0,,,,3,2,2,3,1,4,3,5,1,1,5,5,3,4,4,4,2,3,4,1,3,1,2,1,2,4,1,2,3.142857142857143,3.2857142857142856,2.142857142857143,2.2857142857142856,2.7142857142857144,0,True
700,2023,17.0,Hombre,2.0,,,,1,5,4,4,1,5,1,5,4,4,4,3,3,4,5,3,3,5,4,4,4,5,4,4,4,4,2,5,2.4285714285714284,4.428571428571429,4.428571428571429,3.5714285714285716,3.7142857142857144,0,True
701,2023,17.0,Hombre,1.0,,,,3,4,4,5,3,3,5,4,3,1,3,5,5,5,3,5,4,5,4,2,3,4,3,2,1,4,1,3,4.0,3.0,4.0,2.857142857142857,3.4642857142857144,0,True
702,2023,17.0,NR,4.0,,,,5,3,2,4,4,3,3,5,4,3,5,4,2,4,5,3,2,5,3,3,5,3,4,1,5,5,2,5,4.0,4.571428571428571,3.7142857142857144,2.2857142857142856,3.6428571428571423,0,True
703,2023,17.0,Mujer,1.0,,,,4,3,4,3,2,2,2,2,3,3,4,4,2,4,4,2,3,4,2,3,3,3,3,2,2,3,2,1,2.857142857142857,2.857142857142857,3.2857142857142856,2.2857142857142856,2.821428571428571,0,True
704,2023,17.0,Mujer,3.0,,,,5,5,5,4,3,5,5,3,2,4,5,4,4,4,4,4,5,5,3,4,4,5,4,3,5,5,2,4,4.285714285714286,4.285714285714286,4.142857142857143,3.7142857142857144,4.107142857142858,0,True
705,2023,17.0,Mujer,4.0,,,,5,4,4,5,4,5,4,5,5,3,5,1,5,5,5,2,5,5,3,5,5,5,1,4,3,2,5,4,2.7142857142857144,4.428571428571429,4.857142857142857,4.285714285714286,4.071428571428571,0,True
706,2023,17.0,Mujer,2.0,,,,2,1,5,4,1,1,3,5,2,1,3,4,5,3,5,1,3,5,4,2,3,4,1,1,2,2,2,4,2.0,3.857142857142857,3.0,2.4285714285714284,2.8214285714285716,0,True
707,2023,17.0,Mujer,2.0,,,,4,4,2,4,4,2,2,4,3,3,2,3,3,3,2,2,3,5,4,2,4,3,2,3,2,4,2,2,3.0,2.5714285714285716,3.4285714285714284,2.857142857142857,2.9642857142857144,0,True
708,2023,17.0,Mujer,1.0,,,,3,4,4,4,4,3,4,4,3,2,4,4,4,4,4,3,4,4,2,3,3,5,3,4,3,4,3,4,3.5714285714285716,3.7142857142857144,3.857142857142857,3.142857142857143,3.5714285714285716,0,True
709,2023,17.0,Hombre,1.0,,,,2,2,5,5,3,2,3,4,4,2,4,4,2,4,5,3,1,4,3,2,3,2,2,1,3,3,2,4,2.857142857142857,4.0,3.2857142857142856,1.8571428571428572,3.0,0,True
710,2023,17.0,Mujer,0.0,,,,3,4,5,4,2,2,3,4,4,2,4,4,2,3,4,3,2,4,3,2,4,2,3,2,4,4,2,4,3.142857142857143,4.142857142857143,3.2857142857142856,2.142857142857143,3.178571428571429,0,True
711,2023,17.0,Hombre,3.0,,,,3,3,4,4,3,2,3,4,5,2,5,5,2,4,4,4,2,4,2,3,4,3,4,2,4,4,3,4,3.7142857142857144,4.142857142857143,3.7142857142857144,2.142857142857143,3.428571428571429,0,True
712,2023,17.0,Hombre,2.0,,,,3,3,4,2,3,2,2,4,2,3,3,2,2,3,4,2,3,4,2,2,3,2,2,2,2,3,1,3,2.4285714285714284,3.2857142857142856,2.5714285714285716,2.142857142857143,2.6071428571428568,0,True
713,2023,17.0,Mujer,2.0,,,,2,5,4,5,2,5,1,4,3,4,3,2,5,5,5,1,5,5,5,5,5,5,1,4,5,4,2,5,1.8571428571428572,4.428571428571429,4.714285714285714,4.285714285714286,3.821428571428571,0,True
714,2023,17.0,Mujer,0.0,,,,3,2,4,4,4,3,3,4,3,3,3,4,4,4,5,3,3,4,3,3,4,3,4,3,3,4,2,4,3.5714285714285716,3.857142857142857,3.2857142857142856,3.0,3.428571428571429,0,True
715,2023,17.0,Hombre,2.0,,,,2,1,3,3,1,4,3,4,1,2,3,1,4,3,4,1,4,4,4,2,5,2,1,2,2,4,1,3,1.8571428571428572,3.4285714285714284,2.2857142857142856,3.0,2.642857142857143,0,True
716,2023,17.0,Mujer,3.0,,,,5,4,3,4,5,5,3,4,5,5,4,5,3,4,5,4,5,4,3,4,4,5,5,5,3,5,3,3,4.571428571428571,3.7142857142857144,4.285714285714286,4.142857142857143,4.178571428571428,0,True
717,2023,17.0,Hombre,3.0,,,,3,4,5,5,2,3,4,3,4,3,4,2,4,5,4,1,3,5,3,4,4,3,1,2,3,2,3,2,2.142857142857143,3.5714285714285716,4.285714285714286,3.0,3.25,0,True
718,2023,17.0,Mujer,2.0,,,,3,4,5,5,2,1,2,5,4,3,5,3,1,4,5,4,2,5,2,2,5,3,3,1,4,4,1,5,3.0,4.857142857142857,3.857142857142857,1.5714285714285714,3.321428571428571,0,True
719,2023,17.0,Mujer,3.0,,,,3,3,4,4,3,3,4,3,2,3,3,4,4,4,5,2,3,5,4,3,3,3,3,2,3,3,2,3,3.142857142857143,3.4285714285714284,3.4285714285714284,3.0,3.25,0,True
720,2023,17.0,Mujer,3.0,,,,5,4,2,2,5,5,3,4,5,2,5,4,4,3,5,2,5,5,3,3,5,5,4,5,2,5,3,5,4.0,4.0,3.857142857142857,3.857142857142857,3.928571428571429,0,True
721,2023,17.0,Mujer,3.0,,,,3,3,4,4,3,3,3,4,3,2,3,5,3,2,5,3,4,5,2,2,2,5,4,2,3,1,1,3,3.142857142857143,3.4285714285714284,3.4285714285714284,2.4285714285714284,3.107142857142857,0,True
722,2023,17.0,Mujer,1.0,,,,5,5,2,5,3,5,2,5,5,4,5,2,3,5,5,5,5,5,2,5,4,5,4,5,5,5,5,5,3.7142857142857144,4.428571428571429,5.0,4.142857142857143,4.321428571428571,0,True
723,2023,17.0,Mujer,3.0,,,,4,3,2,3,4,2,4,5,4,4,3,4,3,4,3,5,3,4,3,4,5,4,5,2,2,5,1,3,4.428571428571429,3.2857142857142856,3.7142857142857144,2.5714285714285716,3.5,0,True
724,2023,17.0,Mujer,2.0,,,,3,5,4,5,3,2,3,3,5,1,3,4,4,1,4,2,2,5,4,2,3,3,3,1,5,2,1,5,2.857142857142857,3.857142857142857,3.7142857142857144,2.142857142857143,3.142857142857143,0,True
725,2023,17.0,Mujer,4.0,,,,4,4,3,4,2,3,2,5,3,2,4,4,2,3,4,3,4,5,3,2,5,4,3,2,5,5,2,5,3.2857142857142856,4.428571428571429,3.5714285714285716,2.5714285714285716,3.4642857142857144,0,True
726,2023,17.0,Mujer,2.0,,,,5,3,4,3,5,3,4,3,4,5,3,5,5,4,5,5,5,3,5,3,4,5,5,4,3,4,4,2,4.714285714285714,3.4285714285714284,3.5714285714285716,4.428571428571429,4.035714285714286,0,True
727,2023,17.0,Hombre,2.0,,,,1,2,2,2,1,2,2,4,1,2,2,2,2,2,3,2,2,2,3,2,3,3,1,1,1,1,1,3,1.4285714285714286,2.5714285714285716,2.0,1.8571428571428572,1.9642857142857144,0,True
728,2023,17.0,Mujer,2.0,,,,4,3,2,4,4,1,4,5,4,2,5,5,3,3,4,2,2,5,2,2,5,4,3,2,4,5,1,5,3.857142857142857,4.285714285714286,3.5714285714285716,1.8571428571428572,3.392857142857143,0,True
729,2023,17.0,Mujer,2.0,,,,2,4,5,5,2,3,4,4,4,2,5,4,2,2,5,3,4,5,2,2,4,4,2,2,3,3,2,5,2.857142857142857,4.428571428571429,3.7142857142857144,2.4285714285714284,3.357142857142857,0,True
730,2023,17.0,Mujer,3.0,,,,4,4,3,3,4,4,3,3,2,2,4,4,2,3,5,4,4,4,3,4,3,4,3,2,2,5,2,3,3.857142857142857,3.2857142857142856,3.4285714285714284,2.7142857142857144,3.321428571428571,0,True
731,2023,17.0,Hombre,1.0,,,,5,3,4,3,1,3,1,4,3,3,4,3,3,2,4,1,3,4,3,2,4,2,1,1,4,2,2,4,2.0,4.0,2.7142857142857144,2.5714285714285716,2.8214285714285716,0,True
732,2023,17.0,Mujer,1.0,,,,2,5,5,3,2,1,3,5,3,2,4,3,2,5,3,3,1,5,3,1,5,2,3,1,3,2,1,4,2.5714285714285716,4.142857142857143,3.4285714285714284,1.5714285714285714,2.928571428571429,0,True
733,2023,17.0,Hombre,2.0,,,,4,5,3,4,3,4,4,3,4,2,4,5,2,5,4,5,4,5,4,4,4,5,5,3,2,5,3,3,4.428571428571429,3.2857142857142856,4.571428571428571,3.142857142857143,3.8571428571428568,0,True
734,2023,17.0,Mujer,2.0,,,,4,5,4,4,3,1,3,5,3,1,5,4,5,4,5,3,1,5,1,3,4,1,2,1,5,5,1,3,3.4285714285714284,4.428571428571429,3.5714285714285716,1.5714285714285714,3.25,0,True
735,2023,17.0,Mujer,3.0,,,,4,2,3,3,2,3,1,2,3,2,2,2,5,4,2,1,4,4,3,4,4,3,1,3,2,2,3,2,1.8571428571428572,2.4285714285714284,3.2857142857142856,3.2857142857142856,2.7142857142857144,0,True
736,2023,17.0,Mujer,2.0,,,,2,4,5,3,2,2,3,4,2,3,5,3,4,4,5,2,2,5,3,2,2,2,2,2,4,4,2,5,2.5714285714285716,4.285714285714286,3.142857142857143,2.5714285714285716,3.142857142857143,0,True
737,2023,17.0,Mujer,1.0,,,,5,5,4,4,5,3,4,5,2,5,3,5,4,5,5,5,5,5,3,5,3,5,5,2,5,5,1,4,4.857142857142857,4.142857142857143,4.428571428571429,3.2857142857142856,4.178571428571429,0,True
738,2023,17.0,Hombre,3.0,,,,4,2,5,5,2,1,5,5,3,1,5,5,1,5,5,3,1,5,2,1,5,1,3,1,2,4,1,4,3.7142857142857144,4.428571428571429,3.142857142857143,1.1428571428571428,3.1071428571428568,0,True
739,2023,17.0,Mujer,4.0,,,,4,2,2,2,3,3,5,3,2,3,1,4,3,3,5,3,4,1,3,2,4,3,2,2,2,3,2,3,3.4285714285714284,2.857142857142857,2.142857142857143,2.857142857142857,2.8214285714285716,0,True
740,2023,17.0,Hombre,2.0,,,,3,1,4,4,1,2,2,4,3,1,2,5,1,2,5,1,1,4,3,1,3,1,2,1,2,4,1,3,2.5714285714285716,3.2857142857142856,2.2857142857142856,1.4285714285714286,2.392857142857143,0,True
741,2023,16.0,Mujer,2.0,,,,5,5,1,4,3,5,5,1,3,5,1,3,5,3,5,4,5,5,4,5,2,5,3,5,1,5,5,5,4.0,2.2857142857142856,4.285714285714286,4.857142857142857,3.8571428571428568,0,True
742,2023,17.0,NR,2.0,,,,5,4,4,4,4,5,4,4,4,5,5,4,2,3,2,3,5,5,4,4,5,5,2,2,5,5,2,5,3.857142857142857,4.285714285714286,4.142857142857143,3.5714285714285716,3.964285714285714,0,True
743,2023,17.0,Hombre,2.0,,,,3,2,4,2,2,3,2,4,3,3,4,2,4,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2.142857142857143,3.142857142857143,2.4285714285714284,2.857142857142857,2.642857142857143,0,True
744,2023,17.0,Mujer,1.0,,,,3,4,2,5,4,2,3,4,3,3,2,3,4,5,3,5,5,4,5,4,3,5,5,3,2,3,2,4,3.7142857142857144,2.857142857142857,4.285714285714286,3.4285714285714284,3.5714285714285716,0,True
745,2023,17.0,Mujer,2.0,,,,5,3,4,3,4,4,4,4,4,5,4,5,2,4,2,5,4,2,2,5,5,5,3,2,4,5,4,4,4.428571428571429,3.857142857142857,3.7142857142857144,3.2857142857142856,3.821428571428571,0,True
746,2023,17.0,Mujer,3.0,,,,4,3,4,4,5,4,5,4,4,4,3,5,3,4,4,5,4,5,3,4,4,3,5,2,2,5,1,5,4.857142857142857,3.7142857142857144,3.857142857142857,3.0,3.857142857142857,0,True
747,2023,16.0,Mujer,6.0,,,,5,3,2,1,4,5,5,5,5,5,5,5,5,2,1,5,5,5,2,2,5,5,5,2,1,4,3,1,4.714285714285714,2.857142857142857,3.2857142857142856,3.857142857142857,3.678571428571429,0,True
748,2023,17.0,Hombre,0.0,,,,5,2,2,2,4,3,1,5,4,2,4,4,1,2,2,5,4,4,3,4,4,3,4,2,3,3,2,2,3.7142857142857144,3.142857142857143,3.0,2.4285714285714284,3.0714285714285716,0,True
749,2023,17.0,Mujer,2.0,,,,3,4,4,5,3,4,2,4,3,3,5,4,4,4,5,4,5,5,4,5,5,4,4,2,4,5,3,4,3.5714285714285716,4.428571428571429,4.285714285714286,3.5714285714285716,3.964285714285714,0,True
750,2023,17.0,Mujer,2.0,,,,4,4,5,5,2,1,4,5,5,3,5,4,3,4,5,1,2,5,3,3,4,3,3,1,4,1,1,5,2.7142857142857144,4.714285714285714,4.142857142857143,2.0,3.3928571428571432,0,True
751,2023,16.0,Hombre,4.0,,,,2,2,4,3,1,1,3,4,1,2,3,4,2,3,4,1,2,3,2,2,3,1,1,2,2,1,1,5,1.8571428571428572,3.5714285714285716,2.142857142857143,1.7142857142857142,2.321428571428571,0,True
752,2023,17.0,Hombre,2.0,,,,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,3,4,3,3,3,3,3,2,3,3,3,3,3.0,3.142857142857143,3.2857142857142856,2.857142857142857,3.071428571428571,0,True
753,2023,17.0,Hombre,1.0,,,,3,4,4,5,3,2,4,4,4,2,5,3,2,4,1,4,3,5,2,4,2,3,3,2,4,2,1,4,3.142857142857143,3.4285714285714284,4.142857142857143,2.0,3.178571428571429,0,True
754,2023,17.0,Mujer,2.0,,,,4,3,4,3,2,2,4,3,3,3,5,4,4,4,4,3,3,5,4,4,4,5,3,3,4,3,2,3,3.2857142857142856,3.857142857142857,3.857142857142857,3.0,3.5,0,True
755,2023,17.0,Hombre,2.0,,,,3,4,4,3,3,2,3,4,3,2,4,3,2,3,3,3,2,4,2,2,4,2,3,2,3,3,2,4,3.0,3.7142857142857144,3.0,2.0,2.928571428571429,0,True
756,2023,17.0,Hombre,2.0,,,,2,3,3,4,3,2,3,4,3,2,4,3,3,3,3,3,2,4,2,3,4,3,3,2,3,2,2,3,2.7142857142857144,3.4285714285714284,3.2857142857142856,2.142857142857143,2.8928571428571423,0,True
757,2023,17.0,Hombre,2.0,,,,2,2,4,5,2,2,5,3,2,2,2,3,3,4,3,1,2,5,5,2,2,2,2,1,2,2,2,2,2.4285714285714284,2.5714285714285716,3.142857142857143,2.4285714285714284,2.642857142857143,0,True
758,2023,16.0,Hombre,3.0,,,,2,2,4,4,2,1,4,3,2,2,3,4,3,3,4,2,2,5,4,2,3,2,2,1,2,3,2,2,2.7142857142857144,3.0,2.857142857142857,2.142857142857143,2.6785714285714284,0,True
759,2023,17.0,Mujer,1.0,,,,3,3,4,3,4,3,3,3,2,4,3,3,3,2,3,2,4,2,3,4,3,4,2,3,3,4,2,2,3.0,3.0,2.857142857142857,3.142857142857143,3.0,0,True
760,2023,17.0,Mujer,2.0,,,,4,4,4,2,4,2,4,4,3,3,4,4,2,5,4,4,3,4,2,4,4,4,4,2,3,4,1,4,4.0,3.857142857142857,3.7142857142857144,2.142857142857143,3.428571428571429,0,True
761,2023,17.0,Hombre,1.0,,,,2,3,3,1,1,1,5,3,3,3,4,1,2,2,1,1,1,4,5,1,1,1,5,1,1,1,3,3,2.2857142857142856,2.2857142857142856,2.142857142857143,2.2857142857142856,2.25,0,True
762,2023,18.0,Hombre,3.0,,,,4,4,5,5,2,1,2,4,3,5,5,5,1,2,3,2,2,4,2,5,4,1,1,1,1,2,1,3,2.5714285714285716,3.5714285714285716,3.4285714285714284,1.8571428571428572,2.857142857142857,0,True
763,2023,16.0,Hombre,2.0,,,,4,3,5,4,1,3,2,3,1,1,4,5,2,3,5,3,1,4,3,1,4,2,4,1,2,5,1,5,3.4285714285714284,4.0,2.5714285714285716,1.7142857142857142,2.9285714285714284,0,True
764,2023,17.0,Mujer,1.0,,,,4,4,4,3,4,3,3,5,3,4,4,2,3,3,4,4,4,4,3,3,4,4,2,3,3,4,3,4,3.2857142857142856,4.0,3.4285714285714284,3.2857142857142856,3.5,0,True
765,2023,17.0,Hombre,2.0,,,,3,2,3,3,3,2,2,5,3,4,2,4,2,3,2,4,2,4,2,4,5,3,5,2,4,5,3,3,3.7142857142857144,3.4285714285714284,3.142857142857143,2.4285714285714284,3.1785714285714284,0,True
766,2023,17.0,Hombre,2.0,,,,3,4,4,4,1,4,2,5,4,3,4,3,3,3,4,3,2,5,2,3,4,3,4,2,2,1,1,4,2.4285714285714284,3.857142857142857,3.7142857142857144,2.4285714285714284,3.107142857142857,0,True
767,2023,17.0,Hombre,0.0,,,,5,3,3,3,1,2,5,3,1,1,3,4,2,3,3,1,2,3,3,3,4,2,1,3,1,3,1,3,2.857142857142857,2.857142857142857,2.5714285714285716,2.0,2.5714285714285716,0,True
768,2023,17.0,Mujer,1.0,,,,3,3,3,5,4,3,5,5,5,5,4,5,5,1,5,5,5,5,2,5,3,5,5,3,3,5,1,5,4.571428571428571,4.0,4.142857142857143,3.4285714285714284,4.035714285714286,0,True
769,2023,17.0,Mujer,1.0,,,,3,5,3,1,1,5,5,3,3,3,3,3,1,3,1,1,5,5,3,3,3,3,3,5,5,1,5,5,2.4285714285714284,3.2857142857142856,3.2857142857142856,3.857142857142857,3.2142857142857144,0,True
770,2023,17.0,Hombre,3.0,,,,4,3,5,3,1,2,1,4,1,1,2,4,2,2,1,2,3,5,3,3,4,1,1,1,3,1,1,2,2.0,3.0,2.5714285714285716,1.8571428571428572,2.357142857142857,0,True
771,2023,17.0,Mujer,3.0,,,,5,4,2,5,5,5,3,4,4,5,4,5,4,4,5,5,4,5,2,4,3,5,5,3,2,5,3,3,4.714285714285714,3.2857142857142856,4.428571428571429,3.7142857142857144,4.035714285714286,0,True
772,2023,17.0,Hombre,2.0,,,,5,2,3,3,2,3,2,3,2,2,3,2,2,2,4,3,3,3,3,1,3,2,2,2,2,2,2,2,2.5714285714285716,2.857142857142857,2.142857142857143,2.4285714285714284,2.5,0,True
773,2023,17.0,Mujer,1.0,,,,2,5,3,5,1,5,3,5,3,3,5,3,2,5,5,1,5,5,3,5,5,2,1,3,5,5,2,5,2.2857142857142856,4.714285714285714,4.285714285714286,3.2857142857142856,3.6428571428571423,0,True
774,2023,17.0,Hombre,2.0,,,,5,3,1,1,1,3,3,5,5,3,5,3,1,1,1,3,1,1,1,1,5,1,1,1,1,5,1,5,3.0,3.2857142857142856,1.8571428571428572,1.5714285714285714,2.4285714285714284,0,True
775,2023,17.0,Hombre,2.0,,,,4,4,4,4,3,2,2,4,4,2,4,4,2,4,4,4,4,4,4,4,4,3,4,2,3,4,2,4,3.5714285714285716,3.857142857142857,3.857142857142857,2.5714285714285716,3.4642857142857144,0,True
776,2023,17.0,Mujer,2.0,,,,4,4,4,4,3,3,4,4,3,3,4,4,2,4,3,2,3,4,2,3,4,2,2,2,3,3,2,3,3.142857142857143,3.5714285714285716,3.4285714285714284,2.4285714285714284,3.142857142857143,0,True
777,2023,17.0,Hombre,3.0,,,,5,4,3,4,4,2,2,5,4,2,4,2,2,3,3,4,3,5,4,2,5,2,3,2,3,5,1,5,3.5714285714285716,4.0,3.4285714285714284,2.2857142857142856,3.321428571428571,0,True
778,2023,17.0,Mujer,1.0,,,,5,3,5,4,4,3,5,4,1,5,2,5,3,4,5,5,5,5,5,5,5,5,5,2,3,5,2,3,4.857142857142857,3.857142857142857,3.857142857142857,3.5714285714285716,4.035714285714286,0,True
779,2023,17.0,Mujer,1.0,,,,5,4,3,5,5,3,4,5,5,3,4,5,3,4,4,3,4,5,3,5,4,4,5,4,4,5,1,4,4.571428571428571,4.0,4.571428571428571,3.0,4.035714285714286,0,True
780,2023,17.0,Hombre,3.0,,,,3,1,5,2,3,3,1,5,5,2,2,4,2,3,4,2,2,4,3,3,4,2,2,2,2,2,1,4,2.4285714285714284,3.7142857142857144,2.857142857142857,2.142857142857143,2.7857142857142856,0,True
781,2023,17.0,Mujer,1.0,,,,4,5,4,5,4,2,5,3,4,2,5,4,4,4,4,1,2,5,4,3,4,4,2,3,4,3,2,3,3.2857142857142856,3.857142857142857,4.285714285714286,2.7142857142857144,3.5357142857142856,0,True
782,2023,17.0,Mujer,3.0,,,,1,2,4,2,1,1,5,5,1,1,2,3,4,3,1,1,1,5,4,1,3,3,1,1,3,1,1,2,1.8571428571428572,2.857142857142857,2.4285714285714284,1.8571428571428572,2.25,0,True
783,2023,17.0,Mujer,1.0,,,,4,4,4,4,4,2,4,5,4,2,5,5,1,3,4,2,1,5,1,4,5,4,4,1,3,5,1,4,4.0,4.285714285714286,4.0,1.2857142857142858,3.392857142857143,0,True
784,2023,17.0,Hombre,3.0,,,,3,4,3,3,4,5,3,4,5,2,5,4,2,5,4,5,4,5,3,3,3,5,4,3,2,4,2,4,3.857142857142857,3.5714285714285716,4.285714285714286,3.0,3.678571428571429,0,True
785,2023,17.0,Mujer,4.0,,,,4,4,5,3,3,3,5,3,3,4,3,4,4,4,2,4,5,4,5,4,5,5,1,4,2,4,3,4,3.5714285714285716,3.4285714285714284,3.857142857142857,4.0,3.7142857142857144,0,True
786,2023,17.0,Hombre,2.0,,,,2,3,4,4,2,2,2,4,4,3,3,2,2,4,4,3,1,4,2,1,3,2,4,1,3,3,1,3,2.5714285714285716,3.4285714285714284,3.142857142857143,1.7142857142857142,2.714285714285714,0,True
787,2023,17.0,Mujer,3.0,,,,4,3,5,3,1,5,2,4,4,4,5,1,2,1,4,1,3,5,4,3,4,4,2,1,1,4,1,4,2.142857142857143,3.857142857142857,3.2857142857142856,2.857142857142857,3.0357142857142856,0,True
788,2023,17.0,Hombre,1.0,,,,3,4,4,4,4,4,5,4,4,2,2,4,5,5,1,2,4,5,5,4,1,2,1,1,1,5,1,5,3.4285714285714284,2.5714285714285716,4.0,3.142857142857143,3.2857142857142856,0,True
789,2023,17.0,Hombre,3.0,,,,5,2,5,4,4,3,4,4,4,3,5,3,3,4,2,2,2,5,2,3,5,1,3,5,5,3,1,1,3.4285714285714284,3.857142857142857,3.2857142857142856,2.7142857142857144,3.321428571428571,0,True
790,2023,17.0,Hombre,2.0,,,,1,2,5,4,1,1,4,3,2,1,3,4,3,5,5,2,1,4,4,1,3,2,3,1,2,2,1,2,2.4285714285714284,3.2857142857142856,2.857142857142857,1.7142857142857142,2.571428571428571,0,True
791,2023,17.0,Mujer,2.0,,,,5,3,5,2,3,2,1,5,4,3,4,2,2,2,4,1,4,4,4,2,4,1,2,3,1,4,3,2,2.5714285714285716,3.5714285714285716,2.5714285714285716,3.0,2.928571428571429,0,True
792,2023,17.0,Hombre,2.0,,,,3,1,4,5,1,2,5,4,2,2,1,4,4,1,1,2,2,2,1,2,3,1,2,2,1,2,3,3,2.7142857142857144,2.4285714285714284,2.0,2.2857142857142856,2.3571428571428568,0,True
793,2023,17.0,Hombre,3.0,,,,1,1,1,2,1,1,5,1,1,1,1,5,5,5,3,2,2,1,5,1,1,2,2,3,3,3,4,3,2.7142857142857144,1.8571428571428572,1.8571428571428572,3.0,2.357142857142857,0,True
794,2023,17.0,Hombre,0.0,,,,4,4,3,4,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2.7142857142857144,2.4285714285714284,3.2857142857142856,2.857142857142857,2.821428571428571,0,True
795,2023,17.0,Hombre,2.0,,,,3,2,4,4,1,2,1,3,1,2,2,3,2,4,2,2,1,4,3,1,3,3,3,1,3,2,1,3,2.142857142857143,2.857142857142857,2.7142857142857144,1.7142857142857142,2.357142857142857,0,True
796,2023,17.0,Hombre,2.0,,,,1,1,2,5,1,1,5,1,1,3,4,1,1,5,5,1,1,5,1,3,3,5,4,5,4,3,3,4,2.2857142857142856,3.2857142857142856,3.5714285714285716,2.142857142857143,2.821428571428571,0,True
797,2023,17.0,Mujer,2.0,,,,4,4,4,4,3,2,2,4,3,3,4,2,2,4,3,2,3,2,3,3,4,3,2,4,3,4,2,4,2.7142857142857144,3.7142857142857144,3.2857142857142856,2.7142857142857144,3.1071428571428577,0,True
798,2023,17.0,Hombre,3.0,,,,3,5,4,4,1,3,3,5,3,2,3,2,3,5,2,2,4,5,3,3,3,4,2,3,2,2,2,4,2.142857142857143,3.2857142857142856,4.142857142857143,2.857142857142857,3.1071428571428577,0,True
799,2023,17.0,Mujer,3.0,,,,4,2,5,4,1,2,5,5,4,1,5,5,3,3,5,4,4,5,4,1,5,5,2,1,5,4,1,5,3.5714285714285716,5.0,3.4285714285714284,2.2857142857142856,3.571428571428571,0,True
800,2023,17.0,Mujer,2.0,,,,3,5,4,4,4,3,3,5,4,4,5,3,4,4,5,4,5,5,3,4,5,5,5,5,4,5,3,4,3.857142857142857,4.571428571428571,4.428571428571429,3.857142857142857,4.178571428571429,0,True
801,2023,17.0,Mujer,2.0,,,,5,4,3,5,2,3,3,4,4,3,5,4,5,5,3,3,4,5,3,3,4,5,4,1,3,4,2,4,3.5714285714285716,3.7142857142857144,4.428571428571429,3.0,3.678571428571429,0,True
802,2023,17.0,Hombre,1.0,,,,3,3,3,4,5,3,5,3,2,2,5,5,3,3,5,4,3,5,3,3,3,5,5,3,5,4,3,3,4.428571428571429,3.857142857142857,3.5714285714285716,2.857142857142857,3.678571428571429,0,True
803,2023,17.0,Hombre,2.0,,,,3,3,5,4,1,1,1,5,4,1,5,5,1,4,5,1,2,5,1,1,5,2,1,1,4,1,1,5,1.8571428571428572,4.857142857142857,3.2857142857142856,1.1428571428571428,2.7857142857142856,0,True
804,2023,17.0,Hombre,2.0,,,,3,4,3,4,2,2,3,5,4,2,4,3,3,3,4,2,2,5,4,1,5,2,3,3,3,2,1,3,2.5714285714285716,3.857142857142857,3.2857142857142856,2.4285714285714284,3.035714285714286,0,True
805,2023,17.0,Mujer,0.0,,,,2,3,4,3,4,2,3,3,2,4,2,5,3,5,4,2,4,5,2,4,5,5,2,2,3,3,1,3,3.0,3.4285714285714284,3.857142857142857,2.5714285714285716,3.2142857142857144,0,True
806,2023,17.0,Hombre,1.0,,,,4,4,4,5,1,3,3,4,3,4,4,1,2,5,5,2,2,5,2,1,5,1,4,1,2,1,1,5,2.2857142857142856,4.142857142857143,3.4285714285714284,2.142857142857143,3.0,0,True
807,2023,17.0,Mujer,3.0,,,,2,4,4,3,2,3,3,4,3,2,3,4,2,2,3,3,3,4,3,3,5,5,2,1,2,4,1,5,2.857142857142857,3.7142857142857144,3.4285714285714284,2.142857142857143,3.0357142857142856,0,True
